cohort_rule,age_rule,income_rule,debt_validity_rule,partial_panel_rule,full_panel_definition,n_households,n_complete_12_month_households,n_partial_panel_households,household_gap,complete_12_month_gap,partial_panel_gap,mean_abs_share_diff,max_abs_share_diff,borrow_share,borrow_and_save_share,save_share,total_count_abs_gap
fifth interview in 2001,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
fifth interview in 2001,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
fifth interview in 2001,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
fifth interview in 2001,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
fifth interview in 2001,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
inferred public interview 2,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
inferred public interview 2,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
inferred public interview 2,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
inferred public interview 2,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
inferred public interview 2,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
inferred public interview 2,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
inferred public interview 2,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
inferred public interview 2,age 26-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2495,1941,554,-248,-223,-25,1.7417931740558135,2.6126897610837005,8.593049771373376,30.019639989710363,61.3873102389163,471
earliest observed public interview,age 25-63 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2395,2040,355,-348,-124,-224,1.786259898476495,2.679389847714731,8.380588657953728,30.298801189761026,61.32061015228527,472
earliest observed public interview,age 25-63 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2395,2040,355,-348,-124,-224,1.786259898476495,2.679389847714731,8.380588657953728,30.298801189761026,61.32061015228527,472
earliest observed public interview,age 25-63 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2395,2040,355,-348,-124,-224,1.786259898476495,2.679389847714731,8.380588657953728,30.298801189761026,61.32061015228527,472
earliest observed public interview,age 25-63 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2395,2040,355,-348,-124,-224,1.786259898476495,2.679389847714731,8.380588657953728,30.298801189761026,61.32061015228527,472
earliest observed public interview,age 25-63 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2395,2040,355,-348,-124,-224,1.786259898476495,2.679389847714731,8.380588657953728,30.298801189761026,61.32061015228527,472
earliest observed public interview,age 25-63 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2395,2040,355,-348,-124,-224,1.786259898476495,2.679389847714731,8.380588657953728,30.298801189761026,61.32061015228527,472
earliest observed public interview,age 25-63 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2395,2040,355,-348,-124,-224,1.786259898476495,2.679389847714731,8.380588657953728,30.298801189761026,61.32061015228527,472
earliest observed public interview,age 25-63 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2395,2040,355,-348,-124,-224,1.786259898476495,2.679389847714731,8.380588657953728,30.298801189761026,61.32061015228527,472
fifth interview in 2001,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2635,1799,836,-108,-365,257,1.4991370473393253,2.248705571009033,8.586121736635965,29.662583834372978,61.75129442899097,473
fifth interview in 2001,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2635,1799,836,-108,-365,257,1.4991370473393253,2.248705571009033,8.586121736635965,29.662583834372978,61.75129442899097,473
inferred public interview 2,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2635,1799,836,-108,-365,257,1.4991370473393253,2.248705571009033,8.586121736635965,29.662583834372978,61.75129442899097,473
inferred public interview 2,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2635,1799,836,-108,-365,257,1.4991370473393253,2.248705571009033,8.586121736635965,29.662583834372978,61.75129442899097,473
fifth interview in 2001,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
fifth interview in 2001,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
fifth interview in 2001,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
fifth interview in 2001,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
fifth interview in 2001,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
fifth interview in 2001,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
fifth interview in 2001,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
fifth interview in 2001,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
inferred public interview 2,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
inferred public interview 2,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
inferred public interview 2,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
inferred public interview 2,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
inferred public interview 2,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
inferred public interview 2,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
inferred public interview 2,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
inferred public interview 2,age 25-63 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2498,1929,569,-245,-235,-10,1.882611196972979,2.823916795459418,8.696575752727876,30.127341042731643,61.17608320454058,480
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2412,2014,398,-331,-150,-181,1.9737231823047257,2.9605847734570787,8.613592799343367,30.34699197411373,61.03941522654292,481
fifth interview in 2001,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
fifth interview in 2001,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
fifth interview in 2001,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
fifth interview in 2001,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
fifth interview in 2001,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
fifth interview in 2001,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
fifth interview in 2001,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
fifth interview in 2001,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
inferred public interview 2,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
inferred public interview 2,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
inferred public interview 2,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
inferred public interview 2,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
inferred public interview 2,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
inferred public interview 2,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
inferred public interview 2,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
inferred public interview 2,age 25-64 throughout observed panel,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2499,1925,574,-244,-239,-5,1.775420232080896,2.6631303481213067,8.558059119050213,30.105071229071168,61.33686965187869,483
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2388,2032,356,-355,-132,-223,1.831554455597617,2.7473316833964176,8.298019141453862,30.44931254194257,61.25266831660358,487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2388,2032,356,-355,-132,-223,1.831554455597617,2.7473316833964176,8.298019141453862,30.44931254194257,61.25266831660358,487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2388,2032,356,-355,-132,-223,1.831554455597617,2.7473316833964176,8.298019141453862,30.44931254194257,61.25266831660358,487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2388,2032,356,-355,-132,-223,1.831554455597617,2.7473316833964176,8.298019141453862,30.44931254194257,61.25266831660358,487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2388,2032,356,-355,-132,-223,1.831554455597617,2.7473316833964176,8.298019141453862,30.44931254194257,61.25266831660358,487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2388,2032,356,-355,-132,-223,1.831554455597617,2.7473316833964176,8.298019141453862,30.44931254194257,61.25266831660358,487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2388,2032,356,-355,-132,-223,1.831554455597617,2.7473316833964176,8.298019141453862,30.44931254194257,61.25266831660358,487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2388,2032,356,-355,-132,-223,1.831554455597617,2.7473316833964176,8.298019141453862,30.44931254194257,61.25266831660358,487
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2640,1778,862,-103,-386,283,0.9233522373080577,1.3850283559619427,7.459872048696909,29.925156307265322,62.61497164403806,489
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2640,1778,862,-103,-386,283,0.9233522373080577,1.3850283559619427,7.459872048696909,29.925156307265322,62.61497164403806,489
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2427,1989,438,-316,-175,-141,1.6135168301335625,2.420275245200287,7.49324877039226,30.92702647480814,61.57972475479971,491
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2427,1989,438,-316,-175,-141,1.6135168301335625,2.420275245200287,7.49324877039226,30.92702647480814,61.57972475479971,491
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2427,1989,438,-316,-175,-141,1.6135168301335625,2.420275245200287,7.49324877039226,30.92702647480814,61.57972475479971,491
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2427,1989,438,-316,-175,-141,1.6135168301335625,2.420275245200287,7.49324877039226,30.92702647480814,61.57972475479971,491
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2427,1989,438,-316,-175,-141,1.6135168301335625,2.420275245200287,7.49324877039226,30.92702647480814,61.57972475479971,491
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2427,1989,438,-316,-175,-141,1.6135168301335625,2.420275245200287,7.49324877039226,30.92702647480814,61.57972475479971,491
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2427,1989,438,-316,-175,-141,1.6135168301335625,2.420275245200287,7.49324877039226,30.92702647480814,61.57972475479971,491
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2427,1989,438,-316,-175,-141,1.6135168301335625,2.420275245200287,7.49324877039226,30.92702647480814,61.57972475479971,491
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2420,1986,434,-323,-178,-145,1.3910227955165972,2.086534193274872,7.343807914269201,30.74272627900572,61.91346580672513,501
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2420,1986,434,-323,-178,-145,1.3910227955165972,2.086534193274872,7.343807914269201,30.74272627900572,61.91346580672513,501
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2420,1986,434,-323,-178,-145,1.3910227955165972,2.086534193274872,7.343807914269201,30.74272627900572,61.91346580672513,501
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2420,1986,434,-323,-178,-145,1.3910227955165972,2.086534193274872,7.343807914269201,30.74272627900572,61.91346580672513,501
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2420,1986,434,-323,-178,-145,1.3910227955165972,2.086534193274872,7.343807914269201,30.74272627900572,61.91346580672513,501
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2420,1986,434,-323,-178,-145,1.3910227955165972,2.086534193274872,7.343807914269201,30.74272627900572,61.91346580672513,501
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2420,1986,434,-323,-178,-145,1.3910227955165972,2.086534193274872,7.343807914269201,30.74272627900572,61.91346580672513,501
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2420,1986,434,-323,-178,-145,1.3910227955165972,2.086534193274872,7.343807914269201,30.74272627900572,61.91346580672513,501
inferred first interview,age 25-64 at earliest observed interview,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2552,1839,713,-191,-325,134,1.4464252933392718,2.169637940008819,7.4865049273098805,30.683133012699116,61.83036205999118,516
inferred first interview,age 25-64 at earliest observed interview,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2552,1839,713,-191,-325,134,1.4464252933392718,2.169637940008819,7.4865049273098805,30.683133012699116,61.83036205999118,516
inferred first interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2549,1838,711,-194,-326,132,1.272850839473522,1.9092762592101948,7.327259213376695,30.582017045833677,62.090723740789805,520
