cohort_rule,age_rule,income_rule,debt_validity_rule,partial_panel_rule,full_panel_definition,n_households,n_complete_12_month_households,n_partial_panel_households,group,paper,replication,diff
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2274,1685,589,Borrow,7,8.678339794213214,1.6783397942132137
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2274,1685,589,Borrow and save,29,30.918637217143445,1.918637217143445
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2274,1685,589,Save,64,60.40302298864339,-3.596977011356607
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2451,1905,546,Borrow,7,8.754814299353471,1.7548142993534714
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2451,1905,546,Borrow and save,29,30.215577179738357,1.2155771797383572
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2451,1905,546,Save,64,61.029608520908226,-2.9703914790917736
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2451,1905,546,Borrow,7,8.754814299353471,1.7548142993534714
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2451,1905,546,Borrow and save,29,30.215577179738357,1.2155771797383572
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2451,1905,546,Save,64,61.029608520908226,-2.9703914790917736
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2451,1905,546,Borrow,7,8.754814299353471,1.7548142993534714
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2451,1905,546,Borrow and save,29,30.215577179738357,1.2155771797383572
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2451,1905,546,Save,64,61.029608520908226,-2.9703914790917736
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2451,1905,546,Borrow,7,8.754814299353471,1.7548142993534714
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2451,1905,546,Borrow and save,29,30.215577179738357,1.2155771797383572
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2451,1905,546,Save,64,61.029608520908226,-2.9703914790917736
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2451,1685,766,Borrow,7,8.754814299353471,1.7548142993534714
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2451,1685,766,Borrow and save,29,30.215577179738357,1.2155771797383572
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2451,1685,766,Save,64,61.029608520908226,-2.9703914790917736
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2274,1905,369,Borrow,7,8.678339794213214,1.6783397942132137
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2274,1905,369,Borrow and save,29,30.918637217143445,1.918637217143445
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2274,1905,369,Save,64,60.40302298864339,-3.596977011356607
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2274,1905,369,Borrow,7,8.678339794213214,1.6783397942132137
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2274,1905,369,Borrow and save,29,30.918637217143445,1.918637217143445
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2274,1905,369,Save,64,60.40302298864339,-3.596977011356607
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2274,1905,369,Borrow,7,8.678339794213214,1.6783397942132137
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2274,1905,369,Borrow and save,29,30.918637217143445,1.918637217143445
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2274,1905,369,Save,64,60.40302298864339,-3.596977011356607
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2274,1905,369,Borrow,7,8.678339794213214,1.6783397942132137
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2274,1905,369,Borrow and save,29,30.918637217143445,1.918637217143445
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2274,1905,369,Save,64,60.40302298864339,-3.596977011356607
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2274,1685,589,Borrow,7,8.678339794213214,1.6783397942132137
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2274,1685,589,Borrow and save,29,30.918637217143445,1.918637217143445
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2274,1685,589,Save,64,60.40302298864339,-3.596977011356607
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2451,1905,546,Borrow,7,8.754814299353471,1.7548142993534714
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2451,1905,546,Borrow and save,29,30.215577179738357,1.2155771797383572
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2451,1905,546,Save,64,61.029608520908226,-2.9703914790917736
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2451,1905,546,Borrow,7,8.754814299353471,1.7548142993534714
